57 56 44 45
56 58 49 44
58 62 52 49
62 68 59 52
68 74 70 59
74 78 77 70
78 85 87 77
85 91 92 87
91 98 99 92
98 107 108 99
107 112 114 108
112 121 123 114
123 125 116 114
125 129 117 116
36 45 44 37
129 135 113 117
25 36 37 27
135 145 109 113
19 25 27 21
216 235 198 192
145 158 131 109
189 216 192 174
158 172 151 131
172 189 174 151
14 19 21 15
9 5 4 10
198 166 174 192
174 166 138 151
151 138 119 131
131 119 97 109
10 14 15 9
97 82 86 109
13 8 9 15
82 64 65 86
18 13 15 20
64 41 43 65
29 18 20 30
41 29 30 43
114 116 106 108
99 108 106 101
92 99 101 93
37 44 49 39
49 52 42 39
52 59 47 42
27 37 39 31
87 92 93 88
77 87 88 79
70 77 79 66
59 70 66 47
21 27 31 24
116 117 103 106
101 106 103 93
15 21 24 20
117 113 95 103
113 109 86 95
30 20 24 32
43 30 32 47
65 43 47 66
65 66 79 86
86 79 88 95
93 103 95 88
24 31 34 32
47 32 34 42
34 31 39 42
2 1 4 5
2 5 9 8
123 121 127 134
197 205 223 220
187 197 220 211
181 187 211 195
176 181 195 183
168 176 183 177
156 168 177 167
147 156 167 154
139 147 154 144
127 139 144 134
125 123 134 143
129 125 143 161
223 244 239 220
135 129 161 200
244 260 256 239
145 135 200 202
260 272 271 256
235 216 225 237
158 145 202 207
216 189 219 225
172 158 207 213
189 172 213 219
272 279 281 271
296 294 291 293
241 237 225 219
241 219 213 246
246 213 207 250
250 207 202 259
259 202 200 263
294 290 287 291
268 263 200 236
290 286 281 287
274 268 236 255
286 283 275 281
278 274 255 266
283 278 266 275
279 284 287 281
287 284 293 291
211 220 239 230
195 211 230 214
143 134 144 160
144 154 162 160
154 167 179 162
167 177 188 179
177 183 194 188
183 195 214 194
239 256 252 230
256 271 265 252
271 281 275 265
161 143 160 185
200 161 185 236
160 162 179 185
255 236 185 228
185 179 188 228
275 266 252 265
266 255 228 252
230 252 228 214
228 188 194 214
205 210 227 223
210 209 222 227
209 203 221 222
203 196 215 221
196 184 204 215
184 180 186 204
180 171 178 186
171 157 164 178
157 148 152 164
148 140 142 152
140 128 133 142
128 122 124 133
124 126 141 133
126 130 149 141
244 223 227 243
130 136 169 149
260 244 243 257
136 146 201 169
272 260 257 269
217 234 238 226
146 159 206 201
190 217 226 218
159 173 212 206
173 190 218 212
279 272 269 280
238 242 218 226
289 295 292 288
218 242 247 212
212 247 249 206
206 249 258 201
284 279 280 288
258 262 231 201
285 289 288 280
262 267 251 231
282 285 280 276
267 273 261 251
277 282 276 270
273 277 270 261
133 141 150 142
152 142 150 155
243 227 222 240
222 221 233 240
221 215 232 233
215 204 224 232
204 186 208 224
186 178 182 208
164 152 155 170
178 164 170 182
257 243 240 253
141 149 163 150
269 257 253 264
149 169 191 163
169 201 231 191
280 269 264 276
270 276 264 254
261 270 254 245
251 261 245 229
231 251 229 191
240 233 248 253
248 254 264 253
233 232 254 248
254 232 224 245
245 224 208 229
229 208 182 191
191 182 170 163
163 170 155 150
293 284 288 292
293 292 295 296
124 122 110 111
60 57 45 50
67 60 50 55
72 67 55 61
76 72 61 69
83 76 69 73
89 83 73 80
94 89 80 90
110 104 102 111
104 94 90 102
126 124 111 115
130 126 115 105
45 36 38 50
136 130 105 100
36 25 26 38
146 136 100 120
25 19 22 26
234 217 193 199
159 146 120 132
217 190 175 193
173 159 132 153
190 173 153 175
19 14 16 22
1 3 6 4
165 199 193 175
165 175 153 137
137 153 132 118
118 132 120 96
96 120 100 81
3 7 11 6
63 81 100 75
115 111 102 105
7 12 16 11
40 63 75 53
12 17 23 16
28 40 53 35
17 28 35 23
14 10 11 16
11 10 4 6
55 50 38 46
102 90 84 105
100 105 84 75
90 80 71 84
80 73 51 71
75 84 71 53
73 69 54 51
69 61 48 54
53 71 51 35
61 55 46 48
22 16 23 33
23 35 51 33
51 54 48 33
48 46 38 33
33 38 26 22

